"HUD ID Number","Project Name","Project Address","Project City","Project State","Project ZIP Code","County","Total Number of Units","Total Low-Income Units","Compliance Monitoring Status"
"CAA20050315","LEEWARD APTS","230 W 88TH PL","LOS ANGELES GARDENA","CA","","Los Angeles County","257","245","Not Indicated"
"CAA20050340","LUTHERAN GARDENS APTS","2431 E EL SEGUNDO BLVD","COMPTON","CA","90222","Los Angeles County","76","75","Not Indicated"
"CAA20050415","NEW TERMINAL HOTEL","901 E SEVENTH ST","LOS ANGELES","CA","90021","Los Angeles County","40","39","Not Indicated"
"CAA20050435","PACIFIC TOWERS SENIOR APTS","10450 VALLEY BLVD","EL MONTE","CA","91731","Los Angeles County","100","99","Not Indicated"
"CAA20050440","ARBOR AT PALMDALE","1000 E AVE Q","PALMDALE","CA","93550","Los Angeles County","91","90","Not Indicated"
"CAA20050450","PALOMAR APTS","5473 SANTA MONICA BLVD","LOS ANGELES","CA","90029","Los Angeles County","27","26","Not Indicated"
"CAA20050480","PLYMOUTH WEST APTS","240 CHESTNUT AVE","LONG BEACH","CA","90802","Los Angeles County","196","195","Not Indicated"
"CAA20050490","PORTOFINO VILLAS","121 W PHILLIPS BLVD","POMONA","CA","91766","Los Angeles County","174","172","Not Indicated"
"CAA20050540","ST ANNE'S TRANSITION HOUSING & CHILD CARE DEVELOPMENT","155 N OCCIDENTAL BLVD","LOS ANGELES","CA","90026","Los Angeles County","40","39","Not Indicated"
"CAA20050615","TIDES SENIOR APTS","623 S RAMPART BLVD","LOS ANGELES","CA","90057","Los Angeles County","36","35","Not Indicated"
"CAA20050620","TIERRA DEL SOL","7500 ALABAMA AVE","CANOGA PARK","CA","91303","Los Angeles County","119","118","Not Indicated"
"CAA20050660","VIEWS AT 270","1516 N WESTERN AVE","LOS ANGELES","CA","90027","Los Angeles County","56","55","Not Indicated"
"CAA20050725","YANKEE HOTEL","501 E SEVENTH ST","LOS ANGELES","CA","90014","Los Angeles County","80","78","Not Indicated"
"CAA20050727","ASBURY APTS","2500 W SIXTH ST","LOS ANGELES","CA","90057","Los Angeles County","97","58","Not Indicated"
"CAA20050728","AURORA VILLAGE II","43945 12TH ST W","LANCASTER","CA","93534","Los Angeles County","140","138","Not Indicated"
"CAA20050736","METROPOLITAN LOFTS","1040 S FLOWER ST","LOS ANGELES","CA","90015","Los Angeles County","264","53","Not Indicated"
"CAA20050738","PISGAH VILLAGE","6000 ECHO ST","LOS ANGELES","CA","90042","Los Angeles County","47","46","Not Indicated"
"CAA20050739","PLUMMER VILLAGE APTS","15450 PLUMMER ST","NORTH HILLS","CA","91343","Los Angeles County","75","74","Not Indicated"
"CAA20050743","SANTOS PLAZA APTS","3837 S WESTERN AVE","LOS ANGELES","CA","90062","Los Angeles County","37","36","Not Indicated"
"CAA20050744","TESORO DEL VALLE","2301 HUMBOLDT ST","LOS ANGELES","CA","90031","Los Angeles County","121","119","Not Indicated"
"CAA20050745","CHANCELLOR","3191 W SEVENTH ST","LOS ANGELES","CA","90005","Los Angeles County","101","100","Not Indicated"
"CAA20060005","SECURITY BUILDING LOFTS","510 S SPRING ST","LOS ANGELES","CA","90013","Los Angeles County","153","31","Not Indicated"
"CAA20060020","MAIN STREET VISTAS","5950 S MAIN ST","LOS ANGELES","CA","90003","Los Angeles County","49","48","Not Indicated"
"CAA20060025","FIGUEROA PLACE","1320 W SUNSET BLVD","LOS ANGELES","CA","90026","Los Angeles County","33","32","Not Indicated"
"CAA20060035","BROADWAY VILLAGE APTS II","5101 S BROADWAY","LOS ANGELES","CA","90037","Los Angeles County","50","49","Not Indicated"
"CAA20060065","FLORES DEL VALLE APTS","222 N AVE 23","LOS ANGELES","CA","90031","Los Angeles County","146","144","Not Indicated"
"CAA20060070","MANSI TOWN HOMES","4520 S FIGUEROA ST","LOS ANGELES","CA","90037","Los Angeles County","21","20","Not Indicated"
"CAA20060090","SATICOY GARDENS","14649 SATICOY ST","VAN NUYS","CA","91405","Los Angeles County","30","29","Not Indicated"
"CAA20060095","LORENA TERRACE APTS","611 S LORENA ST","LOS ANGELES","CA","90023","Los Angeles County","49","47","Not Indicated"
"CAA20060130","RAINBOW APTS","643 S SAN PEDRO ST","LOS ANGELES","CA","90014","Los Angeles County","89","87","Not Indicated"
"CAA20060145","1424 BROADWAY APTS","1424 BROADWAY","SANTA MONICA","CA","90404","Los Angeles County","41","41","Not Indicated"
"CAA20060160","ORANGE GROVE GARDENS","252 E ORANGE GROVE BLVD","PASADENA","CA","91104","Los Angeles County","38","37","Not Indicated"
"CAA20060210","LAS BRISAS APTS","115 E 88TH ST","LOS ANGELES","CA","90003","Los Angeles County","66","65","Not Indicated"
"CAA20060230","ARBOR GROVE","855 W JACKMAN ST","LANCASTER","CA","93534","Los Angeles County","150","150","Not Indicated"
"CAA20060235","HARVARD HEIGHTS APT HOMES","950 S HARVARD BLVD","LOS ANGELES","CA","90006","Los Angeles County","47","46","Not Indicated"
"CAA20060280","NEW DANA STRAND PHASE I GARDEN APTS","326 KING AVE","WILMINGTON","CA","90744","Los Angeles County","120","118","Not Indicated"
"CAA20060285","TEMPLE VILLAS","1421 W TEMPLE ST","LOS ANGELES","CA","90026","Los Angeles County","52","51","Not Indicated"
"CAA20060290","EMERALD TERRACE APTS","1345 EMERALD DR","LOS ANGELES","CA","90026","Los Angeles County","85","84","Not Indicated"
"CAA20060315","KERN VILLA APTS","200 N KERN AVE","LOS ANGELES","CA","90022","Los Angeles County","49","48","Not Indicated"
"CAA20060366","SAN FERNANDO SENIOR HOUSING","101 PARK AVE","SAN FERNANDO","CA","91340","Los Angeles County","98","96","Not Indicated"
"CAA20060390","CASA SHALOM","1308 S NEW HAMPSHIRE AVE","LOS ANGELES","CA","90006","Los Angeles County","30","29","Not Indicated"
"CAA20060405","PILGRIM TOWER NORTH APTS","560 E VILLA ST","PASADENA","CA","91101","Los Angeles County","258","255","Not Indicated"
"CAA20060436","CORONEL VILLAGE","935 S BOYLE AVE","LOS ANGELES","CA","90023","Los Angeles County","48","47","Not Indicated"
"CAA20060445","PROTOTYPES POMONA APTS","837 E ARROW HWY","POMONA","CA","91767","Los Angeles County","32","31","Not Indicated"
"CAA20060606","CENTRAL CITY FAMILY HOUSING","1810 W 12TH ST","LOS ANGELES","CA","90006","Los Angeles County","63","61","Not Indicated"
"CAA20060630","CLARA PARK COMMONS","4805 CLARA ST","CUDAHY","CA","90201","Los Angeles County","50","49","Not Indicated"
"CAA20060635","WYSONG VILLAGE APTS","111 N CHAPEL AVE","ALHAMBRA","CA","91801","Los Angeles County","95","94","Not Indicated"
"CAA20060655","TERRY MANOR APTS","3100 S VERMONT AVE","LOS ANGELES","CA","90007","Los Angeles County","170","167","Not Indicated"
"CAA20060660","SOUTH BAY VILLA APTS","13111 S SAN PEDRO ST","LOS ANGELES","CA","90061","Los Angeles County","80","79","Not Indicated"
"CAA20060715","VILLA DEL SOL APTS","11971 ALLEGHENY ST","SUN VALLEY","CA","91352","Los Angeles County","103","101","No Longer Monitored"
"CAA20060730","LITTLE TOKYO DEVELOPMENT","375 E SECOND ST","LOS ANGELES","CA","90012","Los Angeles County","128","26","Not Indicated"
"CAA20060745","ALAMEDA TERRACE","11917 S FIGUEROA ST","LOS ANGELES","CA","90061","Los Angeles County","34","33","Not Indicated"
"CAA20060755","DECRO LONG BEACH","745 ALAMITOS AVE","LONG BEACH","CA","90813","Los Angeles County","321","307","Not Indicated"
"CAA20060758","LA COLORADO TERRACE","2455 COLORADO BLVD","LOS ANGELES","CA","90041","Los Angeles County","70","42","Not Indicated"
"CAA20060772","WINDWARD APTS","230 W 88TH PL","LOS ANGELES","CA","90003","Los Angeles County","232","220","Not Indicated"
"CAA20070005","26TH & SANTA MONICA FAMILY HOUSING","1349 26TH ST","SANTA MONICA","CA","90404","Los Angeles County","44","43","Not Indicated"
"CAA20070035","ARBOR COURT I","44958 TENTH ST W","LANCASTER","CA","93534","Los Angeles County","84","83","Not Indicated"
"CAA20070110","EAST LA COMMUNITY CORP","1074 S ROWAN AVE","LOS ANGELES","CA","90023","Los Angeles County","25","24","Not Indicated"
"CAA20070135","CENTRAL AVENUE VILLA","4051 S CENTRAL AVE","LOS ANGELES","CA","90011","Los Angeles County","20","20","Not Indicated"
"CAA20070185","CORONITA FAMILY APTS","204 LUCAS AVE","LOS ANGELES","CA","90026","Los Angeles County","21","20","Not Indicated"
"CAA20070236","ESSEX APTS","44916 TENTH ST W","LANCASTER","CA","93534","Los Angeles County","150","149","Not Indicated"
"CAA20070270","HART VILLAGE","6941 OWENSMOUTH AVE","CANOGA PARK","CA","91303","Los Angeles County","47","46","Not Indicated"
"CAA20070285","HOJAS DE PLATA APTS","1515 N ORANGE AVE","LA PUENTE","CA","91744","Los Angeles County","53","52","Not Indicated"
"CAA20070315","LAGUNA SENIOR APTS","4201 W SUNSET BLVD","LOS ANGELES","CA","90029","Los Angeles County","64","63","Not Indicated"
"CAA20070320","LAS BRISAS II","2400 CALIFORNIA AVE","SIGNAL HILL","CA","90755","Los Angeles County","60","59","Not Indicated"
"CAA20070330","LAUREL CREST APTS","45114 BEECH AVE","LANCASTER","CA","","Los Angeles County","72","71","Not Indicated"
"CAA20070365","MAYWOOD VILLAS","5601 ATLANTIC BLVD","MAYWOOD","CA","90270","Los Angeles County","54","53","Not Indicated"
"CAA20070370","METROPOLITAN CITY LIGHTS","1760 GARDENA AVE","GLENDALE","CA","91204","Los Angeles County","65","64","Not Indicated"
"CAA20070415","PACIFIC CITY LIGHTS","1643 PACIFIC AVE","LONG BEACH","CA","90813","Los Angeles County","42","41","Not Indicated"
"CAA20070420","PACIFIC COURT","2209 MAIN ST","SANTA MONICA","CA","90405","Los Angeles County","44","44","Not Indicated"
"CAA20070426","PANORAMA PRESERVATION LP","9248 VAN NUYS BLVD","PANORAMA CITY","CA","91402","Los Angeles County","87","86","Not Indicated"
"CAA20070435","PARK VIEW TERRACE SENIOR APTS","6722 CLARA ST","BELL GARDENS","CA","90201","Los Angeles County","72","71","Not Indicated"
"CAA20070455","PASCUAL REYES TOWNHOMES","1413 CONNECTICUT ST","LOS ANGELES","CA","90015","Los Angeles County","13","13","Not Indicated"
"CAA20070465","PICO/GRAMERCY FAMILY APTS","3201 W PICO BLVD","LOS ANGELES","CA","90019","Los Angeles County","71","70","Not Indicated"
"CAA20070471","QUEEN APTS","451 LUCAS AVE","LOS ANGELES","CA","90017","Los Angeles County","96","94","Not Indicated"
"CAA20070521","SECOND AVENUE APTS","1309 SECOND AVE","LOS ANGELES","CA","90019","Los Angeles County","20","19","Not Indicated"
"CAA20070540","SIERRA VISTA APTS","70 ESPERANZA AVE","SIERRA MADRE","CA","91024","Los Angeles County","43","45","Not Indicated"
"CAA20070570","STEVENSON MANOR","1230 COLE AVE","LOS ANGELES","CA","90038","Los Angeles County","61","60","Not Indicated"
"CAA20070650","TRIANGLE SQUARE APTS","1602 IVAR AVE","LOS ANGELES","CA","90028","Los Angeles County","104","103","Not Indicated"
"CAA20070675","VALLEY VIEW (NORTH HILLS)","9015 ORION AVE","NORTH HILLS","CA","91343","Los Angeles County","21","20","Not Indicated"
"CAA20070680","VICTOR CLOTHING APTS","242 S BROADWAY","LOS ANGELES","CA","90012","Los Angeles County","38","36","Not Indicated"
"CAA20070730","VISTA MONTEREY","4651 HUNTINGTON DR N","LOS ANGELES","CA","90032","Los Angeles County","48","47","Not Indicated"
"CAA20070732","WESTMINSTER PARK PLAZA APTS","9300 MAIE AVE","LOS ANGELES","CA","90002","Los Angeles County","130","100","Not Indicated"
"CAA20070740","WILLOWS (COMPTON)","12612 S WILMINGTON AVE","COMPTON","CA","90222","Los Angeles County","24","23","Not Indicated"
"CAA20070755","WILSHIRE VERMONT STATION","3183 WILSHIRE BLVD","LOS ANGELES","CA","90010","Los Angeles County","449","90","Not Indicated"
"CAA20070760","WITMER HEIGHTS APT HOMES","116 WITMER ST","LOS ANGELES","CA","90026","Los Angeles County","49","48","Not Indicated"
"CAA20070770","WOODLAND TERRACE","15532 NORDHOFF ST","NORTH HILLS","CA","91343","Los Angeles County","31","30","Not Indicated"
"CAA20070836","SANTA MONICA BERKELEY","3031 SANTA MONICA BLVD","SANTA MONICA","CA","90404","Los Angeles County","47","46","Not Indicated"
"CAA20070838","HDR PORTFOLIOS","2747 NEWELL ST","LOS ANGELES","CA","90039","Los Angeles County","125","118","Not Indicated"
"CAA20079841","WILSHIRE COURT APARTMENTS","1050 WILSHIRE BLVD","LOS ANGELES","CA","90017","Los Angeles County","41","40","Not Indicated"
"CAA20080010","MACARTHUR PARK TOWERS","450 S GRAND VIEW ST","LOS ANGELES","CA","90057","Los Angeles County","183","182","Not Indicated"
"CAA20080055","ABBEY APTS","605 S SAN PEDRO ST","LOS ANGELES","CA","90014","Los Angeles County","115","113","Not Indicated"
"CAA20080095","BARBIZON HOTEL APTS","1927 W SIXTH ST","LOS ANGELES","CA","90057","Los Angeles County","51","50","Not Indicated"
"CAA20080135","BRONSON COURTS","1227 N BRONSON AVE","LOS ANGELES","CA","90038","Los Angeles County","32","31","Not Indicated"
"CAA20080155","CARONDELET COURT APT HOMES","816 S CARONDELET ST","LOS ANGELES","CA","90057","Los Angeles County","33","32","Not Indicated"
"CAA20080160","CASA DE ANGELES","4900 S FIGUEROA ST","LOS ANGELES","CA","90037","Los Angeles County","49","48","Not Indicated"
"CAA20080165","CASA DE LAS HERMANITAS","2801 E SECOND ST","LOS ANGELES","CA","90033","Los Angeles County","88","87","Not Indicated"
"CAA20080200","CIELO AZUL","38040 27TH ST E","PALMDALE","CA","93550","Los Angeles County","81","80","Not Indicated"
"CAA20080205","CLINTON FAMILY APTS - LOS ANGELES","2114 CLINTON ST","LOS ANGELES","CA","90026","Los Angeles County","36","35","Not Indicated"
"CAA20080235","CORTEZ CITY LIGHTS","1612 CORTEZ ST","LOS ANGELES","CA","90026","Los Angeles County","21","20","Not Indicated"
"CAA20080270","DESERT SENIOR LIVING","38780 ORCHID VIEW PL","PALMDALE","CA","93550","Los Angeles County","62","61","Not Indicated"
"CAA20080285","EL DORADO FAMILY APTS","12129 EL DORADO AVE","SYLMAR","CA","91342","Los Angeles County","60","59","Not Indicated"
"CAA20080290","ELM AVENUE APTS","530 ELM AVE","LONG BEACH","CA","90802","Los Angeles County","17","16","Not Indicated"
"CAA20080300","ELWOOD FAMILY APTS","635 ELWOOD AVE","GLENDORA","CA","91740","Los Angeles County","87","86","Not Indicated"
"CAA20080370","HARBOR TOWER","340 S MESA ST","SAN PEDRO","CA","90731","Los Angeles County","180","178","Not Indicated"
"CAA20080425","INGLEWOOD MEADOWS","1 S LOCUST ST","INGLEWOOD","CA","90301","Los Angeles County","199","198","Not Indicated"
"CAA20080430","JAMES WOOD APTS","1405 JAMES M WOOD BLVD","LOS ANGELES","CA","90015","Los Angeles County","61","60","Not Indicated"
"CAA20080485","LYNDON HOTEL","413 E SEVENTH ST","LOS ANGELES","CA","90014","Los Angeles County","53","52","Not Indicated"
"CAA20080491","MAGNOLIA ON LAKE","2220 W SECOND ST","LOS ANGELES","CA","90057","Los Angeles County","46","45","Not Indicated"
"CAA20080515","METRO LOMA","328 MIRA LOMA AVE","GLENDALE","CA","91204","Los Angeles County","44","43","Not Indicated"
"CAA20080525","MIMMIM TOWN HOMES","5417 S FIGUEROA ST","LOS ANGELES","CA","90037","Los Angeles County","21","20","Not Indicated"
"CAA20080540","MORGAN PLACE","7301 CRENSHAW BLVD","LOS ANGELES","CA","90043","Los Angeles County","55","54","Not Indicated"
"CAA20080555","NEW DANA STRAND TOWN HOMES","450 KING AVE","WILMINGTON","CA","90744","Los Angeles County","116","114","Not Indicated"
"CAA20080565","NORTHWEST GATEWAY APTS","1304 W SECOND ST","LOS ANGELES","CA","90026","Los Angeles County","263","55","Not Indicated"
"CAA20080595","OSBORNE GARDENS APTS","12360 OSBORNE ST","PACOIMA","CA","91331","Los Angeles County","51","50","Not Indicated"
"CAA20080655","POMONA INTERGENERATIONAL HOUSING","1737 W HOLT AVE","POMONA","CA","91768","Los Angeles County","90","89","Not Indicated"
"CAA20080660","ARBOR FIELDS","530 W JACKMAN ST","LANCASTER","CA","93534","Los Angeles County","100","99","Not Indicated"
"CAA20080665","PUERTO DEL SOL APTS","745 W THIRD ST","LONG BEACH","CA","90802","Los Angeles County","64","63","Not Indicated"
"CAA20080675","REGENT PLAZA","201 W REGENT ST","INGLEWOOD","CA","90301","Los Angeles County","107","104","Not Indicated"
"CAA20080705","RUNNYMEDE SPRINGS","20422 COHASSET ST","WINNETKA","CA","91306","Los Angeles County","38","37","Not Indicated"
"CAA20080745","SICHEL FAMILY APTS","1805 SICHEL ST","LOS ANGELES","CA","90031","Los Angeles County","37","36","Not Indicated"
"CAA20080755","ST ANDREWS ARMS APTS","1511 S ST ANDREWS PL","LOS ANGELES","CA","90019","Los Angeles County","43","44","Not Indicated"
"CAA20080760","STEP UP ON FIFTH APTS","1548 FIFTH ST","SANTA MONICA","CA","90401","Los Angeles County","46","44","Not Indicated"
"CAA20080777","THE TAHITI","2423 CENTINELA AVE","SANTA MONICA","CA","90405","Los Angeles County","36","36","Not Indicated"
"CAA20080785","THE ALEXANDRIA HOTEL","501 S SPRING ST","LOS ANGELES","CA","90013","Los Angeles County","463","461","Not Indicated"
"CAA20080790","FAMILY COMMONS AT CABRILLO","2111 W WILLIAMS ST","LONG BEACH","CA","90810","Los Angeles County","81","80","Not Indicated"
"CAA20080800","THE HOBART","924 S HOBART BLVD","LOS ANGELES","CA","90006","Los Angeles County","49","48","Not Indicated"
"CAA20080853","TRES LOMAS GARDEN APTS","4343 TOLAND WAY","LOS ANGELES","CA","90041","Los Angeles County","46","45","Not Indicated"
"CAA20080865","TWIN PALMS APTS","1105 E AVE Q","PALMDALE","CA","","Los Angeles County","48","47","Not Indicated"
"CAA20080880","UNION POINT APTS","420 UNION DR","LOS ANGELES","CA","90017","Los Angeles County","21","20","Not Indicated"
"CAA20080935","VILLAS DEL LAGO","456 S LAKE ST","LOS ANGELES","CA","90057","Los Angeles County","74","73","Not Indicated"
"CAA20080940","VILLAS LAS AMERICAS","9618 VAN NUYS BLVD","PANORAMA CITY","CA","91402","Los Angeles County","55","54","Not Indicated"
"CAA20080965","WHISPERING PALMS APTS","38250 NINTH ST E","PALMDALE","CA","93550","Los Angeles County","75","74","Not Indicated"
"CAA20080981","BRICKER","1671 N WESTERN AVE","LOS ANGELES","CA","90027","Los Angeles County","16","15","Not Indicated"
"CAA20080983","CASA DE LOS AMIGOS","123 S CATALINA AVE","REDONDO BEACH","CA","90277","Los Angeles County","136","133","Not Indicated"
"CAA20080985","YALE TERRACE APTS","716 YALE ST","LOS ANGELES","CA","90012","Los Angeles County","55","54","Not Indicated"
"CAA20090030","ACADEMY HALL","12010 S VERMONT AVE","LOS ANGELES","CA","90044","Los Angeles County","46","45","Not Indicated"
"CAA20090035","ALEXANDRIA HOUSE APTS","510 S ALEXANDRIA AVE","LOS ANGELES","CA","90020","Los Angeles County","16","15","Not Indicated"
"CAA20090040","ARBOR LOFTS","665 W LANCASTER BLVD","LANCASTER","CA","93534","Los Angeles County","21","20","Not Indicated"
"CAA20090055","ARROW PLAZA","20644 E ARROW HWY","COVINA","CA","91724","Los Angeles County","64","63","Not Indicated"
"CAA20090065","ASTURIAS SENIOR APTS","9628 VAN NUYS BLVD","PANORAMA CITY","CA","91402","Los Angeles County","69","68","Not Indicated"
"CAA20090100","BURNS MANOR","8155 FOOTHILL BLVD","SUNLAND","CA","91040","Los Angeles County","82","81","Not Indicated"
"CAA20090110","CANTABRIA SENIOR APTS","9640 VAN NUYS BLVD","PANORAMA CITY","CA","91402","Los Angeles County","81","80","Not Indicated"
"CAA20090115","CASA DOMINGUEZ","1571 S ATLANTIC DR","EAST RANCHO DOMINGUEZ","CA","90221","Los Angeles County","70","69","Not Indicated"
"CAA20090125","CASA LUCERNA","1025 S KERN AVE","LOS ANGELES","CA","90022","Los Angeles County","75","74","Not Indicated"
"CAA20090130","CHERRYLEE GARDENS","11620 CHERRYLEE DR","EL MONTE","CA","91732","Los Angeles County","78","77","Not Indicated"
"CAA20090140","COLUMBUS SQUARE APTS","8613 COLUMBUS AVE","NORTH HILLS","CA","91343","Los Angeles County","64","63","Not Indicated"
"CAA20090165","DRAKE MANOR","200 DRAKE ST","POMONA","CA","91767","Los Angeles County","109","108","Not Indicated"
"CAA20090225","JAMES WOOD APTS","506 SAN JULIAN ST","LOS ANGELES","CA","90013","Los Angeles County","53","52","Not Indicated"
"CAA20090260","MANITOU VISTAS I","3414 MANITOU AVE","LOS ANGELES","CA","90031","Los Angeles County","48","47","Not Indicated"
"CAA20090270","MARIPOSA PLACE APTS","5030 SANTA MONICA BLVD","LOS ANGELES","CA","90029","Los Angeles County","58","57","Not Indicated"
"CAA20090305","ORION GARDENS APTS","8955 ORION AVE","NORTH HILLS","CA","91343","Los Angeles County","32","31","Not Indicated"
"CAA20090345","RAYEN APTS","15320 RAYEN ST","NORTH HILLS","CA","91343","Los Angeles County","49","48","Not Indicated"
"CAA20090365","SAN PEDRO APTS","235 S SAN PEDRO ST","LOS ANGELES","CA","90012","Los Angeles County","230","46","Not Indicated"
"CAA20090390","SEVEN MAPLES","2618 W SEVENTH ST","LOS ANGELES","CA","90057","Los Angeles County","57","56","Not Indicated"
"CAA20090465","THE ARDMORE","959 S ARDMORE AVE","LOS ANGELES","CA","90006","Los Angeles County","48","47","Not Indicated"
"CAA20090490","VILLA SERENA APTS","3929 E FIRST ST","LOS ANGELES","CA","90063","Los Angeles County","85","83","Not Indicated"
"CAA20090520","CENTRAL VILLAGE APTS","1315 E 21ST ST","LOS ANGELES","CA","90011","Los Angeles County","85","84","Not Indicated"
"CAA20090550","IMANI FE EAST & WEST","10424 S CENTRAL AVE","LOS ANGELES","CA","90002","Los Angeles County","92","90","Not Indicated"
"CAA20090610","PALO VERDE APTS (PALMDALE)","38235 TENTH ST E","PALMDALE","CA","93550","Los Angeles County","78","77","Not Indicated"
"CAA20090635","RITTENHOUSE SQUARE","1100 E 33RD ST","LOS ANGELES","CA","90011","Los Angeles County","100","99","Not Indicated"
"CAA20090640","ROSEWOOD GARDENS APTS","504 N BERENDO ST","LOS ANGELES","CA","90004","Los Angeles County","54","53","Not Indicated"
"CAA20090660","SUMMER TERRACE","38530 TIERRA SUBIDA AVE","PALMDALE","CA","93551","Los Angeles County","80","79","Not Indicated"
"CAA20090670","ROSSLYN LOFTS","101 W FIFTH ST","LOS ANGELES","CA","90013","Los Angeles County","259","259","Not Indicated"
"CAA20090800","NEW CARVER APTS","1624 S HOPE ST","LOS ANGELES","CA","90015","Los Angeles County","97","95","Not Indicated"
"CAA20090801","OCEAN BREEZE APTS","1458 14TH ST","SANTA MONICA","CA","90404","Los Angeles County","20","19","Not Indicated"
"CAA20090802","LEFFINGWELL MANOR","11410 SANTA GERTRUDES AVE","WHITTIER","CA","90604","Los Angeles County","89","88","Not Indicated"
"CAA20090804","HARVARD CIRCLE","952 N HARVARD BLVD","LOS ANGELES","CA","90029","Los Angeles County","39","39","Not Indicated"
"CAA20099805","MANITOU VISTAS II","3414 MANITOU AVE","LOS ANGELES","CA","90031","Los Angeles County","21","20","Not Indicated"
"CAA20100003","OLIVE STREET DEVELOPMENT","740 S OLIVE ST","LOS ANGELES","CA","90014","Los Angeles County","309","308","Not Indicated"
"CAA20100005","ADAMS & CENTRAL MIXED USE DEVELOPMENT","1011 E ADAMS BLVD","LOS ANGELES","CA","90011","Los Angeles County","80","79","Not Indicated"
"CAA20100007","ALDEA VILLAGE COMMUNITY","2003 S RESERVOIR ST","POMONA","CA","91766","Los Angeles County","19","19","Not Indicated"
"CAA20100013","ANDALUCIA HEIGHTS","458 HARTFORD AVE","LOS ANGELES","CA","90017","Los Angeles County","75","74","Not Indicated"
"CAA20100015","ANDALUCIA SENIOR APTS","8101 SEPULVEDA BLVD","PANORAMA CITY","CA","91402","Los Angeles County","94","93","Not Indicated"
"CAA20100020","ANGELUS PLAZA NORTH","200 S OLIVE ST","LOS ANGELES","CA","90012","Los Angeles County","332","330","Not Indicated"
"CAA20100025","ARBOR ON DATE","44927 DATE AVE","LANCASTER","CA","93534","Los Angeles County","40","39","Not Indicated"
"CAA20100040","BONNIE BRAE APT HOMES","505 S BONNIE BRAE ST","LOS ANGELES","CA","90057","Los Angeles County","53","52","Not Indicated"
"CAA20100045","BONNIE BRAE VILLAGE","208 S BONNIE BRAE ST","LOS ANGELES","CA","90057","Los Angeles County","92","91","Not Indicated"
"CAA20100050","BROADWAY PLAZA APTS","901 S BROADWAY","LOS ANGELES","CA","90015","Los Angeles County","82","16","Not Indicated"
"CAA20100060","CHARLES COBB APTS","521 S SAN PEDRO ST","LOS ANGELES","CA","90013","Los Angeles County","76","74","Not Indicated"
"CAA20100105","GARDENS ON GARFIELD","303 E GARFIELD AVE","GLENDALE","CA","91205","Los Angeles County","30","29","Not Indicated"
"CAA20100115","HOLLYDALE SENIOR APTS","12222 GARFIELD AVE","SOUTH GATE","CA","90280","Los Angeles County","101","100","Not Indicated"
"CAA20100120","HOLLYWOOD BUNGALOW COURTS","1721 N KINGSLEY DR","LOS ANGELES","CA","90027","Los Angeles County","42","41","Not Indicated"
"CAA20100127","LAS MARGARITAS APTS","115 N SOTO ST","LOS ANGELES","CA","90033","Los Angeles County","41","41","Not Indicated"
"CAA20100140","LONG BEACH BURNETT APTS","2355 LONG BEACH BLVD","LONG BEACH","CA","90806","Los Angeles County","46","36","Not Indicated"
"CAA20100147","MCCOY PLAZA A","9315 FIRTH BLVD","LOS ANGELES","CA","90002","Los Angeles County","64","63","Not Indicated"
"CAA20100149","MENLO PARK","831 W 70TH ST","LOS ANGELES","CA","90044","Los Angeles County","48","48","Not Indicated"
"CAA20100150","MIRAMAR VILLAGE","240 S WESTLAKE AVE","LOS ANGELES","CA","90057","Los Angeles County","114","113","Not Indicated"
"CAA20100155","MIRANDELA SENIOR APTS","5555 CRESTRIDGE RD","RANCHO PALOS VERDES","CA","90275","Los Angeles County","34","33","Not Indicated"
"CAA20100210","REGENCY TOWERS","151 N LOCUST ST","INGLEWOOD","CA","90301","Los Angeles County","104","103","Not Indicated"
"CAA20100215","RENATO APTS","531 SAN JULIAN ST","LOS ANGELES","CA","90013","Los Angeles County","96","95","Not Indicated"
"CAA20100235","ROSA PARKS VILLAS","2507 S BRONSON AVE","LOS ANGELES","CA","90018","Los Angeles County","60","59","Not Indicated"
"CAA20100250","SIERRA BONITA APTS","7530 SANTA MONICA BLVD","WEST HOLLYWOOD","CA","90046","Los Angeles County","42","41","Not Indicated"
"CAA20100298","COURTYARDS IN LONG BEACH","1027 REDONDO AVE","LONG BEACH","CA","90804","Los Angeles County","46","44","Not Indicated"
"CAA20100304","VAN NUYS APTS","210 W SEVENTH ST","LOS ANGELES","CA","90014","Los Angeles County","299","297","Not Indicated"
"CAA20100307","VASSAR CITY LIGHTS","3685 SAN FERNANDO RD","GLENDALE","CA","91204","Los Angeles County","70","70","Not Indicated"
"CAA20100803","HOLLYWOOD & VINE APTS","1600 VINE ST","LOS ANGELES","CA","90028","Los Angeles County","75","78","Not Indicated"
"CAA20100804","IVY TERRACE","13751 SHERMAN WAY","VAN NUYS","CA","91405","Los Angeles County","52","51","Not Indicated"
"CAA20100805","ANGELUS PLAZA","255 S HILL ST","LOS ANGELES","CA","90012","Los Angeles County","761","757","Not Indicated"
"CAA20100807","GLENDALE CITY LIGHTS","3673 SAN FERNANDO RD","GLENDALE","CA","91204","Los Angeles County","67","67","Not Indicated"
"CAA20110030","BIXEL HOUSE APTS","625 S BIXEL ST","LOS ANGELES","CA","90017","Los Angeles County","77","76","Not Indicated"
