"HUD ID Number","Project Name","Project Address","Project City","Project State","Project ZIP Code","County","Total Number of Units","Total Low-Income Units","Compliance Monitoring Status"
"CAA19910144","SAN PEDRO FIRM BUILDING","112 JUDGE JOHN AISO ST","LOS ANGELES","CA","90012","Los Angeles County","42","42","Not Indicated"
"CAA19910154","WARD VILLAS","1177 W ADAMS BLVD","LOS ANGELES","CA","90007","Los Angeles County","120","120","Not Indicated"
"CAA19920030","CASA ESPERANZA","206 E 23RD ST","LOS ANGELES","CA","90011","Los Angeles County","10","10","Not Indicated"
"CAA19920060","CRESCENT HOTEL","617 E FIFTH ST","LOS ANGELES","CA","90013","Los Angeles County","55","55","Not Indicated"
"CAA19920080","DUNNING APTS","5552 CARLTON WAY","LOS ANGELES","CA","90028","Los Angeles County","26","24","Not Indicated"
"CAA19920105","HARMONY GATE","5220 HARMONY AVE","NORTH HOLLYWOOD","CA","91601","Los Angeles County","70","70","Not Indicated"
"CAA19920110","HARPER COMMUNITY APTS","1260 N HARPER AVE","WEST HOLLYWOOD","CA","90046","Los Angeles County","22","22","Not Indicated"
"CAA19920155","LEONIDE APTS","512 S MAIN ST","LOS ANGELES","CA","90013","Los Angeles County","66","66","Not Indicated"
"CAA19920175","OSAGE APTS","11128 S OSAGE AVE","LENNOX","CA","90304","Los Angeles County","21","21","Not Indicated"
"CAA19920180","PACIFIC COURT APTS","250 PACIFIC AVE","LONG BEACH","CA","90802","Los Angeles County","142","29","Not Indicated"
"CAA19920185","PALMER HOUSE","555 E PALMER AVE","GLENDALE","CA","91205","Los Angeles County","21","21","Not Indicated"
"CAA19920205","ROBERTA STEVENS VILLAS","1035 E 27TH ST","LOS ANGELES","CA","90011","Los Angeles County","40","40","Not Indicated"
"CAA19920245","SIMONE HOTEL","520 SAN JULIAN ST","LOS ANGELES","CA","90013","Los Angeles County","123","123","Not Indicated"
"CAA19920250","ST MARK'S HOTEL","611 E FIFTH ST","LOS ANGELES","CA","90013","Los Angeles County","91","91","Not Indicated"
"CAA19920285","HART HOTEL","508 E FOURTH ST","LOS ANGELES","CA","90013","Los Angeles County","39","39","Not Indicated"
"CAA19920290","LAS AMERICAS HOTEL","1205 E SIXTH ST","LOS ANGELES","CA","90021","Los Angeles County","60","60","Not Indicated"
"CAA19920305","THE SANBORN HOTEL","526 S MAIN ST","LOS ANGELES","CA","90013","Los Angeles County","46","46","Not Indicated"
"CAA19920325","VILLA LOS ROBLES","473 N LOS ROBLES AVE","PASADENA","CA","91101","Los Angeles County","8","8","Not Indicated"
"CAA19929367","4TH STREET APTS","1562 W FOURTH ST","LOS ANGELES","CA","90017","Los Angeles County","44","44","Not Indicated"
"CAA19930015","ARLINGTON RODEO APTS","3804 ARLINGTON AVE","LOS ANGELES","CA","90008","Los Angeles County","29","29","Not Indicated"
"CAA19930030","CASA GLORIA","1450 W TEMPLE ST","LOS ANGELES","CA","90026","Los Angeles County","46","46","Not Indicated"
"CAA19930035","CASA LOMA APTS","379 LOMA DR","LOS ANGELES","CA","90017","Los Angeles County","110","110","Not Indicated"
"CAA19930090","ELEVENTH AVENUE APTS","6726 11TH AVE","LOS ANGELES","CA","90043","Los Angeles County","22","22","Not Indicated"
"CAA19930095","EUCALYPTUS GARDEN APTS","PO BOX 2229","AVALON","CA","90704","Los Angeles County","80","38","Not Indicated"
"CAA19930105","GREENWOOD-17TH STREET","1828 17TH ST","SANTA MONICA","CA","90404","Los Angeles County","7","5","Not Indicated"
"CAA19930110","GREENWOOD/15TH STREET","1747 15TH ST","SANTA MONICA","CA","90404","Los Angeles County","9","8","Not Indicated"
"CAA19930115","GARCIA APTS","1968 19TH ST","SANTA MONICA","CA","90404","Los Angeles County","7","6","Not Indicated"
"CAA19930120","GREENWOOD BERKELEY","1544 BERKELEY ST","SANTA MONICA","CA","90404","Los Angeles County","7","5","Not Indicated"
"CAA19930135","HENDERSON HOMES","3804 WISCONSIN ST","LOS ANGELES","CA","90037","Los Angeles County","11","11","Not Indicated"
"CAA19930140","KOREAN YOUTH CENTER APTS","3987 W SEVENTH ST","LOS ANGELES","CA","90005","Los Angeles County","19","19","Not Indicated"
"CAA19930185","OLYMPIA HOTEL","1201 E SEVENTH ST","LOS ANGELES","CA","90021","Los Angeles County","48","48","Not Indicated"
"CAA19930220","ROBINSON VILLA","3845 WISCONSIN ST","LOS ANGELES","CA","90037","Los Angeles County","12","12","Not Indicated"
"CAA19930230","SAN FELIPE HOMES","690 N HERBERT AVE","LOS ANGELES","CA","90063","Los Angeles County","20","20","Not Indicated"
"CAA19930265","LONGHORN PAVILION","36523 25TH ST E","PALMDALE","CA","93550","Los Angeles County","304","304","Not Indicated"
"CAA19930325","VIRGINIA VILLAGE","2425 VIRGINIA AVE","SANTA MONICA","CA","90404","Los Angeles County","13","12","Not Indicated"
"CAA19930341","CLAREMONT VILLAS SENIOR","100 S INDIAN HILL BLVD","CLAREMONT","CA","91711","Los Angeles County","154","153","Not Indicated"
"CAA19930346","MARINA POINTE APTS","13603 MARINA POINTE DR","MARINA DEL REY","CA","90292","Los Angeles County","583","117","Not Indicated"
"CAA19940040","BEECHWOOD TERRACE","1117 ELM AVE","LONG BEACH","CA","90813","Los Angeles County","25","25","Not Indicated"
"CAA19940045","BEVERLY CITY LIGHTS","107 S CARONDELET ST","LOS ANGELES","CA","90057","Los Angeles County","40","40","Not Indicated"
"CAA19940060","CASA BERENDO","1240 N BERENDO ST","LOS ANGELES","CA","90029","Los Angeles County","20","20","Not Indicated"
"CAA19940080","COLDEN OAKS","225 E COLDEN AVE","LOS ANGELES","CA","90003","Los Angeles County","38","38","Not Indicated"
"CAA19940090","CRESCENT COURT","1412 W 12TH ST","LOS ANGELES","CA","90015","Los Angeles County","32","32","Not Indicated"
"CAA19940095","CURRY TEMPLE SENIOR APTS","1001 N HICKORY AVE","COMPTON","CA","90220","Los Angeles County","48","48","Not Indicated"
"CAA19940160","HILLVIEW VILLAGE","12408 VAN NUYS BLVD","PACOIMA","CA","91331","Los Angeles County","50","49","Not Indicated"
"CAA19940165","HOPE WEST APTS","1231 W BLVD","LOS ANGELES","CA","90019","Los Angeles County","17","17","Not Indicated"
"CAA19940190","LAS BRISAS","200 N BIXEL ST","LOS ANGELES","CA","90026","Los Angeles County","30","30","Not Indicated"
"CAA19940200","LAUREL NORTON INTER GENERATIONAL COMMUNITY APARTME","1217 N LAUREL AVE","WEST HOLLYWOOD","CA","90046","Los Angeles County","41","40","Not Indicated"
"CAA19940215","LUCAS STUDIOS PROJECT","1203 W SEVENTH ST","LOS ANGELES","CA","90017","Los Angeles County","218","218","Not Indicated"
"CAA19940220","MARION HOTEL","642 CROCKER ST","LOS ANGELES","CA","90021","Los Angeles County","44","44","Not Indicated"
"CAA19940225","MARY ANDREWS CLARK RESIDENCE","306 LOMA DR","LOS ANGELES","CA","90017","Los Angeles County","152","152","Not Indicated"
"CAA19940240","MONTE VISTA APTS (GLENDALE)","714 E ELK AVE","GLENDALE","CA","91205","Los Angeles County","9","9","Not Indicated"
"CAA19940250","NAVY BLUE APTS","102 NAVY ST","VENICE","CA","90291","Los Angeles County","14","14","Not Indicated"
"CAA19940275","PALM GARDEN APTS","10130 VALLEY BLVD","EL MONTE","CA","91731","Los Angeles County","90","89","Not Indicated"
