"HUD ID Number","Project Name","Project Address","Project City","Project State","Project ZIP Code","County","Project's Latitude","Project's Longitude","place2020","Total Number of Units","Total Low-Income Units","Placed-In-Service Year","Credit Allocation Year","For-profit/non-profit Sponsor","Credit Type","Home Investment Partnership Funds","Community Development Block Grant (CDBG) Funds","FHA-insured Loan","Part of a HOPE VI Development","Dollar Amount of HOME Funds","Dollar Amount of CDBG Funds","Dollar Amount of HOPEVI Funds","Annual LIHTC Allocation Amount"
"CAA20120934","BUCKINGHAM SENIOR APTS","4020 BUCKINGHAM RD","LOS ANGELES","CA","90008","Los Angeles County","34.013727","-118.342236","44000","70","69","2012","2010","Non-Profit Sponsor","30% Present Value Credit","No","No","Status Not Available","No","0","0","0","942394"
"CAA20120935","HUDSON OAKS","1267 N HUDSON AVE","PASADENA","CA","91104","Los Angeles County","34.167725","-118.134184","56000","45","44","2012","2010","Non-Profit Sponsor","Information Not Available","Yes","No","Status Not Available","No","1249058","0","0",""
"CAA20120940","OSBORNE PLACE APTS","12232 OSBORNE PL","PACOIMA","CA","91331","Los Angeles County","34.261016","-118.399821","44000","64","62","2012","2010","Non-Profit Sponsor","70% Present Value Credit","Yes","No","Status Not Available","No","747276","0","0","1740877"
"CAA20120942","WILLIS AVENUE APTS","14731 RAYEN ST","PANORAMA CITY","CA","91402","Los Angeles County","34.231969","-118.454126","44000","42","41","2012","2010","Non-Profit Sponsor","70% Present Value Credit","No","No","Status Not Available","No","0","0","0","893145"
"CAA20120943","28TH ST YMCA RESIDENCES","1006 E 28TH ST","LOS ANGELES","CA","90011","Los Angeles County","34.017305","-118.257417","44000","49","48","2012","2010","Non-Profit Sponsor","70% Present Value Credit","Yes","Yes","Status Not Available","No","2719266","450000","0","1129047"
"CAA20120944","LONG BEACH & ANAHEIM","225 E 12TH ST","LONG BEACH","CA","90813","Los Angeles County","33.781572","-118.190424","43000","39","38","2012","2010","Non-Profit Sponsor","70% Present Value Credit","No","No","Status Not Available","No","0","0","0","464711"
"CAA20120947","WOODS FAMILY","5051 E THIRD ST","LOS ANGELES","CA","90022","Los Angeles County","34.033633","-118.156785","20802","60","59","2012","2010","Non-Profit Sponsor","70% Present Value Credit","Yes","Yes","Status Not Available","No","2047376","1000000","0","1535493"
"CAA20120950","SHERMAN VILLAGE APTS","7135 WILBUR AVE","RESEDA","CA","91335","Los Angeles County","34.200153","-118.544981","44000","73","72","2012","2010","Non-Profit Sponsor","70% Present Value Credit","Yes","No","Status Not Available","No","2295346","0","0","1276454"
"CAA20120958","2602 BROADWAY","2602 BROADWAY","SANTA MONICA","CA","90404","Los Angeles County","34.032188","-118.472189","70000","33","33","2012","2010","Non-Profit Sponsor","70% Present Value Credit","No","No","Status Not Available","No","0","0","0","1241402"
"CAA20120959","BOYLE HOTEL APTS","1781 E FIRST ST","LOS ANGELES","CA","90033","Los Angeles County","34.047363","-118.219843","44000","51","50","2012","2010","Non-Profit Sponsor","70% Present Value Credit","No","No","Status Not Available","No","0","0","0","1431539"
"CAA20120964","VERMONT AVENUE APTS","4915 S VERMONT AVE","LOS ANGELES","CA","90037","Los Angeles County","33.99815","-118.291722","44000","49","48","2012","2010","Non-Profit Sponsor","70% Present Value Credit","Yes","No","Status Not Available","No","3017456","0","0","1187743"
"CAA20120965","NORMANDIE TERRACE","540 S NORMANDIE AVE","LOS ANGELES","CA","90020","Los Angeles County","34.064122","-118.300164","44000","66","65","2012","2010","Non-Profit Sponsor","70% Present Value Credit","No","No","Status Not Available","No","0","0","0","1662502"
"CAA20120971","MACARTHUR PARK APTS PHASE A","681 S BONNIE BRAE ST","LOS ANGELES","CA","90057","Los Angeles County","34.056326","-118.274186","44000","90","89","2012","2009","Non-Profit Sponsor","30% Present Value Credit","Yes","No","Status Not Available","No","10935748","0","0","1274801"
"CAA20120972","NEW GENESIS APTS","458 S MAIN ST","LOS ANGELES","CA","90013","Los Angeles County","34.04695","-118.248031","44000","106","104","2012","2009","Non-Profit Sponsor","Information Not Available","Yes","No","Status Not Available","No","5153160","0","0",""
"CAA20130002","2802 PICO","2802 PICO BLVD","SANTA MONICA","CA","90405","Los Angeles County","34.024135","-118.460301","70000","33","33","2013","2011","Non-Profit Sponsor","70% Present Value Credit","No","No","Status Not Available","No","0","0","0","987005"
"CAA20130003","430 PICO","430 PICO BLVD","SANTA MONICA","CA","90405","Los Angeles County","34.009905","-118.486482","70000","31","31","2013","2011","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","698929"
"CAA20130011","CANBY WOODS","7248 CANBY AVE","RESEDA","CA","91335","Los Angeles County","34.202168","-118.534558","44000","98","97","2013","2011","Non-Profit Sponsor","30% Present Value Credit","No","No","Status Not Available","No","0","0","0","837402"
"CAA20130013","CASA DE LA PALOMA - GLENDALE","133 S KENWOOD ST","GLENDALE","CA","91205","Los Angeles County","34.145333","-118.251551","30000","167","165","2013","2012","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","1116082"
"CAA20130017","CHINATOWN METRO APTS","808 N SPRING ST","LOS ANGELES","CA","90012","Los Angeles County","34.06203","-118.236611","44000","123","122","2013","2011","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","1406419"
"CAA20130019","CORAL WOOD COURT","8039 RESEDA BLVD","RESEDA","CA","91335","Los Angeles County","34.216769","-118.536276","44000","106","105","2013","2013","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","830626"
"CAA20130022","DEL REY SQUARE SENIOR HOUSING","11976 CULVER BLVD","LOS ANGELES","CA","90066","Los Angeles County","33.995045","-118.417383","44000","124","123","2013","2011","Non-Profit Sponsor","30% Present Value Credit","No","No","Status Not Available","No","0","0","0","1026123"
"CAA20130028","DUNBAR VILLAGE","4225 S CENTRAL AVE","LOS ANGELES","CA","90011","Los Angeles County","34.007108","-118.256697","44000","83","81","2013","2011","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","900160"
"CAA20130030","FICKETT TOWERS","14801 SHERMAN WAY","VAN NUYS","CA","91405","Los Angeles County","34.201423","-118.455201","44000","198","198","2013","2012","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","707160"
"CAA20130031","FIGUEROA SENIOR HOUSING","7621 S FIGUEROA ST","LOS ANGELES","CA","90003","Los Angeles County","33.970582","-118.282882","44000","35","34","2013","2011","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","430257"
"CAA20130039","HUNTINGTON PLAZA APTS","6330 RUGBY AVE","HUNTINGTON PARK","CA","90255","Los Angeles County","33.982453","-118.226329","36056","182","182","2013","2013","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","606652"
"CAA20130042","JEFFERSON PARK TERRACE","3023 S WESTERN AVE","LOS ANGELES","CA","90018","Los Angeles County","34.027093","-118.309097","44000","59","59","2013","2011","Non-Profit Sponsor","70% Present Value Credit","No","Yes","No","No","0","1074176","0","783666"
"CAA20130045","LA CORUNA SENIOR APTS","15301 LANARK ST","VAN NUYS","CA","91406","Los Angeles County","34.218174","-118.466591","44000","87","86","2013","2011","Non-Profit Sponsor","30% Present Value Credit","Yes","No","Status Not Available","No","2123930","0","0","942943"
"CAA20130046","LINDA VISTA SENIOR APTS","630 S ST LOUIS ST","LOS ANGELES","CA","90023","Los Angeles County","34.038587","-118.217454","44000","22","22","2013","2011","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","244715"
"CAA20130055","MENLO FAMILY HOUSING","1230 MENLO AVE","LOS ANGELES","CA","90006","Los Angeles County","34.048482","-118.290508","44000","60","59","2013","2011","Non-Profit Sponsor","30% Present Value Credit","Yes","Status Not Available","No","No","6309887","","0","872697"
"CAA20130056","METRO AT HOLLYWOOD","5555 HOLLYWOOD BLVD","LOS ANGELES","CA","90028","Los Angeles County","34.101883","-118.310894","44000","120","119","2013","2011","Non-Profit Sponsor","30% Present Value Credit","No","No","Status Not Available","No","0","0","0","1385580"
"CAA20130057","MID CELIS APTS","1422 SAN FERNANDO RD","SAN FERNANDO","CA","91340","Los Angeles County","34.286644","-118.445838","66140","19","19","2013","2011","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","3460000","0","0","321654"
"CAA20130058","MIJA TOWNHOMES","4501 S FIGUEROA ST","LOS ANGELES","CA","90037","Los Angeles County","34.002766","-118.282897","44000","21","20","2013","2011","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","550290"
"CAA20130060","MOSAIC GARDENS AT HUNTINGTON PARK","6337 MIDDLETON ST","HUNTINGTON PARK","CA","90255","Los Angeles County","33.982312","-118.229199","36056","23","23","2013","2012","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","1500000","0","0","496226"
"CAA20130062","ND SEPULVEDA I","16000 LASSEN ST","NORTH HILLS","CA","91343","Los Angeles County","34.249965","-118.481447","44000","72","72","2013","2011","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1074180"
"CAA20130066","ORANGEWOOD COURT","5050 SEPULVEDA BLVD","SHERMAN OAKS","CA","91403","Los Angeles County","34.162158","-118.465972","44000","92","91","2013","2013","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","611348"
"CAA20130069","PARADISE ARMS","5200 S BROADWAY","LOS ANGELES","CA","90037","Los Angeles County","33.995537","-118.278112","44000","43","42","2013","2012","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","403468"
"CAA20130071","PARK PLACE APTS","12225 ATLANTIC AVE","LYNWOOD","CA","90262","Los Angeles County","33.911208","-118.191868","44574","99","98","2013","2011","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","191711","0","0","786969"
"CAA20130079","REGENT SQUARE","527 W REGENT ST","INGLEWOOD","CA","90301","Los Angeles County","33.964474","-118.365019","36546","145","143","2013","2011","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","4000000","0","0",""
"CAA20130093","TERRA BELLA","5720 CLARA ST","BELL GARDENS","CA","90201","Los Angeles County","33.962909","-118.16455","4996","65","64","2013","2011","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","3000000","0","0","705045"
"CAA20130096","COURTYARD AT LA BREA","1151 N LA BREA AVE","WEST HOLLYWOOD","CA","90038","Los Angeles County","34.092281","-118.34427","84410","31","31","2013","2011","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","3700000","0","0","538247"
"CAA20130098","THE GORDON","1555 GORDON ST","LOS ANGELES","CA","90028","Los Angeles County","34.099447","-118.319411","44000","20","20","2013","2011","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","416427"
"CAA20130102","THE SERRANO","979 S SERRANO AVE","LOS ANGELES","CA","90006","Los Angeles County","34.053095","-118.306519","44000","43","43","2013","2011","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1065127"
"CAA20130103","TILDEN TERRACE","11048 WASHINGTON BLVD","CULVER CITY","CA","90232","Los Angeles County","34.010143","-118.411044","17568","32","20","2013","2011","Non-Profit Sponsor","70% Present Value Credit","No","No","Status Not Available","No","0","0","0","700020"
"CAA20130110","VINELAND AVENUE SENIOR HOUSING","4900 VINELAND AVE","N HOLLYWOOD","CA","91601","Los Angeles County","34.159559","-118.370048","44000","82","81","2013","2011","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","719209"
"CAA20130113","VISTA ANGELINA FAMILY APTS","418 E EDGEWARE RD","LOS ANGELES","CA","90026","Los Angeles County","34.065856","-118.254932","44000","108","106","2013","2012","Non-Profit Sponsor","30% Present Value Credit","Yes","No","No","No","8725000","0","0","768316"
"CAA20130116","VOORHIS VILLAGE APTS","653 E JUANITA AVE","SAN DIMAS","CA","91773","Los Angeles County","34.110461","-117.794554","66070","65","64","2013","2013","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","443096"
"CAA20130300","BANNING VILLA APTS","1100 N BANNING BLVD","WILMINGTON","CA","90744","Los Angeles County","33.785008","-118.258093","44000","90","89","2013","2013","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","685792"
"CAA20130306","BELWOOD ARMS APTS","6301 ATLANTIC AVE","LONG BEACH","CA","90805","Los Angeles County","33.868932","-118.185921","43000","34","33","2013","2013","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","278989"
"CAA20130329","CORONADO PLACE APTS","671 S CORONADO ST","LOS ANGELES","CA","90057","Los Angeles County","34.059866","-118.282034","44000","41","40","2013","2012","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","362002"
"CAA20130348","FOOTHILL TERRACE","13751 HUBBARD ST","SYLMAR","CA","91342","Los Angeles County","34.305708","-118.432517","44000","40","39","2013","2012","For-Profit Sponsor","Mix of 30% and 70% Present Value Credit","No","No","No","No","0","0","0","468995"
"CAA20130351","FREEMAN VILLA APTS","1229 S WESTMORELAND AVE","LOS ANGELES","CA","90006","Los Angeles County","34.047345","-118.288927","44000","41","40","2013","2012","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","216626"
"CAA20130354","GATEWAYS APTS (LOS ANGELES)","505 S SAN PEDRO ST","LOS ANGELES","CA","90013","Los Angeles County","34.04385","-118.244348","44000","108","107","2013","2011","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","7215511","0","0","1149323"
"CAA20130358","HAMLIN ESTATES","11735 HAMLIN ST","NORTH HOLLYWOOD","CA","91606","Los Angeles County","34.188922","-118.388756","44000","30","29","2013","2012","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","161403"
"CAA20130366","JEFFERSON BOULEVARD & FIFTH AVENUE APTS","2401 W JEFFERSON BLVD","LOS ANGELES","CA","90018","Los Angeles County","34.025733","-118.321491","44000","40","39","2013","2011","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","3250000","0","0","674261"
"CAA20130372","LA PRO II APTS","10311 S WESTERN AVE","LOS ANGELES","CA","90047","Los Angeles County","33.943007","-118.309218","44000","123","119","2013","2011","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","2000000","0","0","1675096"
"CAA20130376","LOGAN'S PLAZA","2019 E 122ND ST","COMPTON","CA","90222","Los Angeles County","33.921853","-118.236659","85614","61","60","2013","2012","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","397585"
"CAA20130379","LOTUS GARDEN","719 YALE ST","LOS ANGELES","CA","90012","Los Angeles County","34.061626","-118.241409","44000","60","59","2013","2010","For-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","0","0","0","1403200"
"CAA20130400","ND SEPULVEDA II","9700 WOODLEY AVE","NORTH HILLS","CA","91343","Los Angeles County","34.246376","-118.484751","44000","76","75","2013","2011","Non-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","1093173"
"CAA20130402","NORWALK CHRISTIAN TOWER APTS","14141 CLARKDALE AVE","NORWALK","CA","90650","Los Angeles County","33.902453","-118.079762","52526","185","183","2013","2012","For-Profit Sponsor","Mix of 30% and 70% Present Value Credit","No","No","No","No","0","0","0","2050837"
"CAA20130421","PWC FAMILY HOUSING","153 GLENDALE BLVD","LOS ANGELES","CA","90026","Los Angeles County","34.063079","-118.259983","44000","45","44","2013","2011","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","3406936","0","0","774191"
"CAA20130441","SEVEN PALMS APTS","12831 SAN FERNANDO RD","SYLMAR","CA","91342","Los Angeles County","34.302679","-118.464023","44000","68","64","2013","2012","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","287418"
"CAA20130447","STAR APTS","240 E SIXTH ST","LOS ANGELES","CA","90014","Los Angeles County","34.043773","-118.247954","44000","102","100","2013","2011","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","3000000","0","0","1877131"
"CAA20130458","THE WHITTIER","3555 WHITTIER BLVD","LOS ANGELES","CA","90023","Los Angeles County","34.026067","-118.196661","44000","60","59","2013","2011","Non-Profit Sponsor","70% Present Value Credit","Yes","No","No","No","4907400","0","0","1073251"
